id,nev,szekhelyid,adoszam,email,telefon
2361,Pásztor Olivér,2887,45312788-2-30,Pásztor.Olivér@email.hu,+36495214410
2362,Barta Petra,2294,48344652-1-07,Barta.Petra@email.hu,+36811794649
2363,Magyar Róza,1967,70658833-2-42,Magyar.Róza@email.hu,+36968176684
2364,Fazekas Enikő,2225,52054467-1-25,Fazekas.Enikő@email.hu,+36747759153
2365,Fábián Bíborka,2626,88376248-1-10,Fábián.Bíborka@email.hu,+36610372405
2366,Mezei Dominik,614,82491568-2-25,Mezei.Dominik@email.hu,+36250155834
2367,Lengyel Amira,119,11725327-2-35,Lengyel.Amira@email.hu,+36436369967
2368,Németh Szabolcs,1216,72567299-2-30,Németh.Szabolcs@email.hu,+36341834121
2369,Gáspár Hanga,2342,49741941-2-25,Gáspár.Hanga@email.hu,+36609335558
2370,Fazekas Krisztián,2566,21916675-2-35,Fazekas.Krisztián@email.hu,+36293654038
2371,Katona Máté,907,11818936-2-30,Katona.Máté@email.hu,+36647276445
2372,Király Olivér,384,16048073-1-42,Király.Olivér@email.hu,+36360700789
2373,Juhász Diána,32,12971717-2-10,Juhász.Diána@email.hu,+36545922342
2374,Váradi Márk,2473,19056011-2-03,Váradi.Márk@email.hu,+36797886681
2375,Bogdán Flóra,1628,66888827-2-25,Bogdán.Flóra@email.hu,+36655096867
2376,Biró Balázs,2956,35973953-1-15,Biró.Balázs@email.hu,+36459850881
2377,Bodnár Dávid,783,27720266-2-25,Bodnár.Dávid@email.hu,+36145101760
2378,Boros Zsolt,1357,91190556-1-05,Boros.Zsolt@email.hu,+36608310333
2379,Balog Lili,1811,98356411-2-05,Balog.Lili@email.hu,+36399170300
2380,Somogyi Dénes,499,84704715-2-03,Somogyi.Dénes@email.hu,+36913875835
2381,Virág Diána,2711,73479478-1-41,Virág.Diána@email.hu,+36565508137
2382,Magyar Simon,1738,61351137-1-41,Magyar.Simon@email.hu,+36107297816
2383,Barta Abigél,2334,74451109-1-07,Barta.Abigél@email.hu,+36767820649
2384,Péter Sára,408,64309902-1-03,Péter.Sára@email.hu,+36353203864
2385,Máté Máté,1125,74624736-2-03,Máté.Máté@email.hu,+36249813019
2386,Antal Szonja,540,79505736-2-03,Antal.Szonja@email.hu,+36613736396
2387,Szűcs Soma,1765,60167599-1-35,Szűcs.Soma@email.hu,+36804050992
2388,Máté Kristóf,1948,95355990-1-03,Máté.Kristóf@email.hu,+36334464219
2389,Kozma Zoltán,2897,66980772-1-15,Kozma.Zoltán@email.hu,+36164308102
2390,Oláh Zita,2060,50740575-2-42,Oláh.Zita@email.hu,+36354967607
2391,Juhász János,2602,80166402-2-03,Juhász.János@email.hu,+36817229950
2392,Jónás Gyula,571,83487619-2-30,Jónás.Gyula@email.hu,+36624477285
2393,Vincze Gellért,2104,66389273-2-25,Vincze.Gellért@email.hu,+36885991729
2394,Pásztor Gábor,2809,60725722-1-30,Pásztor.Gábor@email.hu,+36474600783
2395,Kis Flóra,1759,87578256-2-15,Kis.Flóra@email.hu,+36473774669
2396,Vass Kolos,2048,41431054-2-42,Vass.Kolos@email.hu,+36786879028
2397,Németh Jázmin,2742,45490816-2-35,Németh.Jázmin@email.hu,+36606821581
2398,Szabó Emma,341,19379640-1-42,Szabó.Emma@email.hu,+36245575662
2399,Bodnár Kornél,2239,68592824-2-35,Bodnár.Kornél@email.hu,+36841813249
2400,Hegedüs Emese,296,54564602-1-10,Hegedüs.Emese@email.hu,+36259339504
2401,Kozma Sándor,408,86766909-1-25,Kozma.Sándor@email.hu,+36885893091
2402,Pap Simon,2804,78038086-2-41,Pap.Simon@email.hu,+36686315631
2403,Fekete Milán,2035,76162169-1-05,Fekete.Milán@email.hu,+36460629140
2404,Barna Simon,268,44644047-1-05,Barna.Simon@email.hu,+36986476902
2405,Szűcs Emília,2535,68793985-1-25,Szűcs.Emília@email.hu,+36951149732
2406,Hajas Bendegúz,2156,71294341-2-30,Hajas.Bendegúz@email.hu,+36308835701
2407,Fábián Lilla,752,45965843-1-30,Fábián.Lilla@email.hu,+36269525978
2408,Veres Kitti,1737,73448263-2-41,Veres.Kitti@email.hu,+36913224756
2409,Hegedüs Bendegúz,2705,98269000-2-30,Hegedüs.Bendegúz@email.hu,+36842543392
2410,Balla Simon,750,87359310-1-25,Balla.Simon@email.hu,+36227553372
2411,Kocsis Alexandra,421,20575158-1-30,Kocsis.Alexandra@email.hu,+36790662039
2412,Kis Alexander,1063,81957228-1-07,Kis.Alexander@email.hu,+36793158138
2413,Sándor Kincső,1394,19303941-2-07,Sándor.Kincső@email.hu,+36378007262
2414,Balog Noémi,158,97294340-2-42,Balog.Noémi@email.hu,+36585445767
2415,Bakos Barbara,2694,70387490-1-07,Bakos.Barbara@email.hu,+36746779036
2416,Mészáros Alexander,454,44196157-2-10,Mészáros.Alexander@email.hu,+36403340953
2417,Máté Panna,2264,34128049-2-25,Máté.Panna@email.hu,+36959398358
2418,Papp Botond,864,66583437-2-30,Papp.Botond@email.hu,+36630397178
2419,Boros Kamilla,405,37664236-2-03,Boros.Kamilla@email.hu,+36513370493
2420,Balla Máté,1391,69105018-1-41,Balla.Máté@email.hu,+36912060367
2421,Boros Emma,1153,82558475-2-10,Boros.Emma@email.hu,+36361529200
2422,Lengyel Rikárdó,475,66603843-1-07,Lengyel.Rikárdó@email.hu,+36117330107
2423,Varga Kitti,623,65821033-2-35,Varga.Kitti@email.hu,+36192950377
2424,Szalai Kamilla,2586,59235872-1-07,Szalai.Kamilla@email.hu,+36269792310
2425,Varga Natália,2268,91984779-1-07,Varga.Natália@email.hu,+36391848446
2426,Katona Kende,2639,78565822-1-25,Katona.Kende@email.hu,+36938223518
2427,Budai György,583,99893305-2-42,Budai.György@email.hu,+36390133419
2428,Balogh Léna,2525,12480501-2-25,Balogh.Léna@email.hu,+36986745916
2429,Péter Ármin,18,81712260-2-15,Péter.Ármin@email.hu,+36339536371
2430,Fülöp Vanessza,1885,85692279-2-05,Fülöp.Vanessza@email.hu,+36783642198
2431,Szabó Vencel,2518,50717642-2-07,Szabó.Vencel@email.hu,+36768453657
2432,Király Vencel,2746,68575132-1-05,Király.Vencel@email.hu,+36814950456
2433,Somogyi Norina,1423,82832238-2-35,Somogyi.Norina@email.hu,+36681921442
2434,Magyar Csanád,820,14026316-2-41,Magyar.Csanád@email.hu,+36155255156
2435,Kelemen Áron,2395,58172312-2-03,Kelemen.Áron@email.hu,+36943407102
2436,Mezei Norbert,2211,55675899-1-25,Mezei.Norbert@email.hu,+36794616863
2437,Soós István,2007,45423475-1-15,Soós.István@email.hu,+36562093034
2438,Hegedüs Martin,1371,90041568-1-41,Hegedüs.Martin@email.hu,+36696768105
2439,Bogdán Petra,177,55750424-1-03,Bogdán.Petra@email.hu,+36317478491
2440,Sipos Maja,1273,63564902-2-05,Sipos.Maja@email.hu,+36856401676
2441,Hegedűs Letícia,2092,93774399-2-05,Hegedűs.Letícia@email.hu,+36359634778
2442,Fazekas Attila,2331,46953843-2-35,Fazekas.Attila@email.hu,+36806250594
2443,Szőke Lara,1547,57321496-2-05,Szőke.Lara@email.hu,+36407345185
2444,Pap Nóra,1451,39855968-1-15,Pap.Nóra@email.hu,+36852179089
2445,Vass Diána,944,90399923-2-03,Vass.Diána@email.hu,+36479729925
2446,Illés Gréta,844,58443680-2-30,Illés.Gréta@email.hu,+36939496171
2447,Kovács Benjamin,1481,34418185-1-05,Kovács.Benjamin@email.hu,+36261894382
2448,Virág Liza,1251,29329439-1-05,Virág.Liza@email.hu,+36315970320
2449,Halász László,2419,50572738-1-05,Halász.László@email.hu,+36643246105
2450,Hegedüs Rozina,610,13616607-1-30,Hegedüs.Rozina@email.hu,+36985858074
2451,Vass Nóra,2088,67537511-1-42,Vass.Nóra@email.hu,+36742905028
2452,Hajdu Ármin,1183,39141886-1-30,Hajdu.Ármin@email.hu,+36891848761
2453,Pintér Lilla,2240,41949910-2-30,Pintér.Lilla@email.hu,+36647629526
2454,Somogyi Milla,153,59722312-2-15,Somogyi.Milla@email.hu,+36845177240
2455,Balogh János,1447,32240633-1-41,Balogh.János@email.hu,+36813234662
2456,Orbán Laura,2237,80397572-1-41,Orbán.Laura@email.hu,+36783987343
2457,Szűcs János,1486,72451559-1-30,Szűcs.János@email.hu,+36508789613
2458,Pál Nimród,1753,77160803-1-25,Pál.Nimród@email.hu,+36206261189
2459,Fülöp Gyula,304,12893775-1-07,Fülöp.Gyula@email.hu,+36610052815
2460,Bálint Márton,2199,50462669-1-25,Bálint.Márton@email.hu,+36928350572
2461,Orsós Zselyke,878,31635542-1-10,Orsós.Zselyke@email.hu,+36834126640
2462,Pintér Emili,531,93719849-2-30,Pintér.Emili@email.hu,+36198204419
2463,Pintér Anna,1024,51970509-1-05,Pintér.Anna@email.hu,+36589112744
2464,Szabó Tamás,125,72811227-1-07,Szabó.Tamás@email.hu,+36974325553
2465,Illés Barbara,537,96876174-2-41,Illés.Barbara@email.hu,+36374524072
2466,Vass Mihály,2978,12234532-2-25,Vass.Mihály@email.hu,+36891135941
2467,Antal Szilárd,1944,59359496-2-35,Antal.Szilárd@email.hu,+36126661055
2468,Virág Mátyás,2879,65512131-1-30,Virág.Mátyás@email.hu,+36238176465
2469,Szücs Donát,67,99356534-1-30,Szücs.Donát@email.hu,+36557463023
2470,Fülöp Adrián,2787,74946097-1-07,Fülöp.Adrián@email.hu,+36867586531
2471,Szabó Gergő,751,59007189-2-35,Szabó.Gergő@email.hu,+36756672276
2472,Szőke Imre,198,94320986-1-25,Szőke.Imre@email.hu,+36278054612
2473,Jakab Kevin,2991,71067519-2-42,Jakab.Kevin@email.hu,+36328343047
2474,Barna Kitti,1435,34333841-1-30,Barna.Kitti@email.hu,+36572393175
2475,Farkas Johanna,1602,35565126-2-15,Farkas.Johanna@email.hu,+36567849948
2476,Halász Krisztián,1125,95839138-2-42,Halász.Krisztián@email.hu,+36470702964
2477,Kozma Petra,1232,69516853-2-41,Kozma.Petra@email.hu,+36625409280
2478,Rácz Csaba,1475,86199570-2-42,Rácz.Csaba@email.hu,+36256195647
2479,Balog Zselyke,947,29070456-1-35,Balog.Zselyke@email.hu,+36705486743
2480,Oláh Ádám,729,93775605-2-15,Oláh.Ádám@email.hu,+36367776633
2481,Takács Diána,463,14382144-2-42,Takács.Diána@email.hu,+36691753495
2482,Fazekas Viktória,1636,40798374-2-35,Fazekas.Viktória@email.hu,+36989587456
2483,Papp Sándor,2411,22142269-1-42,Papp.Sándor@email.hu,+36358924170
2484,Novák Attila,1712,38330161-2-10,Novák.Attila@email.hu,+36269102655
2485,Vass József,2101,78389274-2-30,Vass.József@email.hu,+36956161528
2486,Kiss Kiara,640,71810263-1-15,Kiss.Kiara@email.hu,+36792029254
2487,Orbán Laura,2810,86859728-1-25,Orbán.Laura@email.hu,+36182745289
2488,Jónás Janka,575,83344433-1-41,Jónás.Janka@email.hu,+36752168560
2489,Csonka Dániel,1677,42020189-1-41,Csonka.Dániel@email.hu,+36257444852
2490,Király Benjámin,2463,38009246-2-15,Király.Benjámin@email.hu,+36174844118
2491,Boros Zorka,29,43458846-1-15,Boros.Zorka@email.hu,+36301251609
2492,Mezei Johanna,2557,28497178-2-15,Mezei.Johanna@email.hu,+36371256205
2493,Szabó Gréta,371,47382300-2-42,Szabó.Gréta@email.hu,+36102139649
2494,Hegedűs Gergely,281,65522261-1-10,Hegedűs.Gergely@email.hu,+36304552277
2495,Pásztor Szófia,2699,92163866-2-15,Pásztor.Szófia@email.hu,+36937699394
2496,Csonka Zorka,866,60289056-2-41,Csonka.Zorka@email.hu,+36176854717
2497,Nemes Szebasztián,612,55217840-2-10,Nemes.Szebasztián@email.hu,+36232562209
2498,Magyar Imre,726,44744775-2-07,Magyar.Imre@email.hu,+36348443990
2499,Szücs Flórián,220,93214300-1-42,Szücs.Flórián@email.hu,+36493079375
2500,Jónás Simon,270,48399898-1-03,Jónás.Simon@email.hu,+36504018342
2501,Barna Dorottya,1203,59318690-1-42,Barna.Dorottya@email.hu,+36828259475
2502,Balla Barbara,906,29140560-2-41,Balla.Barbara@email.hu,+36939142274
2503,Tamás Bence,489,80207409-1-41,Tamás.Bence@email.hu,+36673931655
2504,Faragó Lili,1935,35861147-2-07,Faragó.Lili@email.hu,+36691083932
2505,Veres Vivien,2163,14843924-1-15,Veres.Vivien@email.hu,+36244610157
2506,Jónás Marcell,1195,33451031-1-42,Jónás.Marcell@email.hu,+36480274775
2507,Tóth Zita,495,28308872-1-03,Tóth.Zita@email.hu,+36578930073
2508,Simon Gyula,109,67850575-2-41,Simon.Gyula@email.hu,+36990660710
2509,Lakatos Panka,854,84391692-1-41,Lakatos.Panka@email.hu,+36292751650
2510,Papp Róza,2625,86636001-1-07,Papp.Róza@email.hu,+36357956056
2511,Bakos Bianka,309,71115225-1-25,Bakos.Bianka@email.hu,+36174002422
2512,Major Lotti,2315,46486495-2-10,Major.Lotti@email.hu,+36268018325
2513,Balla Zente,111,18324854-1-10,Balla.Zente@email.hu,+36416198804
2514,Farkas Kevin,1879,69352675-2-10,Farkas.Kevin@email.hu,+36257700541
2515,Szilágyi Zsombor,1041,96315031-2-05,Szilágyi.Zsombor@email.hu,+36252021435
2516,Budai Kiara,1546,51071674-2-42,Budai.Kiara@email.hu,+36759963542
2517,Faragó Alexander,424,41812088-2-10,Faragó.Alexander@email.hu,+36754704607
2518,Oláh Alex,1616,73874854-2-42,Oláh.Alex@email.hu,+36335434447
2519,Juhász Petra,329,54656460-2-15,Juhász.Petra@email.hu,+36933588383
2520,Orsós Lia,2201,85300417-2-05,Orsós.Lia@email.hu,+36497919176
2521,Vincze Nóra,2471,75609309-1-07,Vincze.Nóra@email.hu,+36723815011
2522,Antal Liza,674,36249569-2-15,Antal.Liza@email.hu,+36289916853
2523,Bálint Áron,507,83726449-2-30,Bálint.Áron@email.hu,+36896155972
2524,Horváth Emese,2907,31581796-2-35,Horváth.Emese@email.hu,+36398043264
2525,Major Soma,2063,91721757-1-10,Major.Soma@email.hu,+36581759281
2526,Gáspár Botond,498,90744517-1-41,Gáspár.Botond@email.hu,+36400840431
2527,Sipos Dorina,2130,17173194-1-05,Sipos.Dorina@email.hu,+36191339322
2528,Pap Olívia,2015,65779765-2-10,Pap.Olívia@email.hu,+36939215128
2529,Major Zsombor,1040,92404480-1-35,Major.Zsombor@email.hu,+36550118138
2530,Virág Lotti,41,35510576-2-41,Virág.Lotti@email.hu,+36406419590
2531,Budai Mira,2817,10855805-1-10,Budai.Mira@email.hu,+36253565115
2532,Lakatos Attila,2810,85006584-2-15,Lakatos.Attila@email.hu,+36292389649
2533,Fehér Mira,560,53219777-1-25,Fehér.Mira@email.hu,+36678540630
2534,Balog Péter,2980,40905064-1-07,Balog.Péter@email.hu,+36216892760
2535,Varga Annabella,1829,94691421-1-41,Varga.Annabella@email.hu,+36454941516
2536,Barta Alexandra,1861,45476091-2-41,Barta.Alexandra@email.hu,+36668035579
2537,Fodor Gyula,452,20825471-2-42,Fodor.Gyula@email.hu,+36331080160
2538,Faragó Flórián,2780,46515627-2-15,Faragó.Flórián@email.hu,+36583264597
2539,Kiss Zente,1852,83720743-2-15,Kiss.Zente@email.hu,+36939916857
2540,Szőke Dániel,211,15172750-2-03,Szőke.Dániel@email.hu,+36491311112
2541,Gáspár Natália,2449,13735898-2-05,Gáspár.Natália@email.hu,+36228523540
2542,Gulyás Panka,2006,79243659-2-25,Gulyás.Panka@email.hu,+36107508937
2543,Pintér Luca,2024,59187247-2-41,Pintér.Luca@email.hu,+36474841269
2544,Bálint Dominik,1355,15618694-2-42,Bálint.Dominik@email.hu,+36814913153
2545,Sipos Sámuel,1458,27128527-2-15,Sipos.Sámuel@email.hu,+36916266055
2546,Biró Emese,18,57206858-2-05,Biró.Emese@email.hu,+36948657642
2547,Orbán Zénó,1751,70406830-2-30,Orbán.Zénó@email.hu,+36870481759
2548,Fábián Patrik,796,38264131-1-10,Fábián.Patrik@email.hu,+36759863465
2549,Németh Áron,1544,29441736-2-05,Németh.Áron@email.hu,+36967955200
2550,Borbély Dorka,458,11326700-1-41,Borbély.Dorka@email.hu,+36193160211
2551,Bakos József,2746,78711474-1-10,Bakos.József@email.hu,+36337574468
2552,Sándor Áron,1300,41577493-1-35,Sándor.Áron@email.hu,+36812552119
2553,Kerekes Rikárdó,2701,50322821-1-10,Kerekes.Rikárdó@email.hu,+36330279966
2554,Juhász Hanna,323,68148389-1-15,Juhász.Hanna@email.hu,+36910584557
2555,Balla Janka,103,33025095-1-10,Balla.Janka@email.hu,+36695627689
2556,Németh András,2833,83303627-2-07,Németh.András@email.hu,+36553766981
2557,Horváth Viktória,2703,95648616-2-03,Horváth.Viktória@email.hu,+36958410661
2558,Budai Zita,2885,18860121-2-30,Budai.Zita@email.hu,+36291312750
2559,Virág Olivér,2176,94373895-1-35,Virág.Olivér@email.hu,+36124749010
2560,Antal Gyula,970,74333912-1-42,Antal.Gyula@email.hu,+36759194084
2561,Takács József,1368,76512344-1-35,Takács.József@email.hu,+36304359812
2562,Mészáros Noel,784,22763613-2-07,Mészáros.Noel@email.hu,+36555139303
2563,Balogh András,1373,35680601-1-30,Balogh.András@email.hu,+36455966930
2564,Horváth Vanda,119,19115623-2-07,Horváth.Vanda@email.hu,+36801756418
2565,Kocsis Péter,2112,46014703-1-15,Kocsis.Péter@email.hu,+36119815301
2566,Gulyás Boldizsár,2802,46343147-1-30,Gulyás.Boldizsár@email.hu,+36797037131
2567,Pintér Ádám,1059,53501224-1-10,Pintér.Ádám@email.hu,+36504902054
2568,Fekete Máté,2434,37654297-1-30,Fekete.Máté@email.hu,+36214730403
2569,Pásztor László,2353,34895761-2-03,Pásztor.László@email.hu,+36718183383
2570,Mezei Kristóf,1484,21073447-1-30,Mezei.Kristóf@email.hu,+36499410214
2571,Csonka Bendegúz,399,90480709-1-25,Csonka.Bendegúz@email.hu,+36444307741
2572,Máté Lotti,2947,55530966-1-15,Máté.Lotti@email.hu,+36186864369
2573,Barna Kamilla,2068,50388617-1-07,Barna.Kamilla@email.hu,+36310941949
2574,Fehér Lajos,2421,99718216-1-05,Fehér.Lajos@email.hu,+36457701629
2575,Gál Róza,2056,41799027-1-41,Gál.Róza@email.hu,+36284819995
2576,Balla Donát,2769,56600157-2-25,Balla.Donát@email.hu,+36631730433
2577,Faragó Boróka,954,37296829-1-15,Faragó.Boróka@email.hu,+36730499942
2578,Jónás Kiara,1456,38342262-2-03,Jónás.Kiara@email.hu,+36996667176
2579,Sándor Mihály,753,64687775-1-41,Sándor.Mihály@email.hu,+36397201567
2580,Mészáros Hunor,1349,94749406-2-05,Mészáros.Hunor@email.hu,+36548525997
2581,Lengyel Dénes,1050,80572193-2-35,Lengyel.Dénes@email.hu,+36445783030
2582,László Sándor,639,39143569-1-41,László.Sándor@email.hu,+36346900215
2583,Balázs Szebasztián,2775,96572535-2-05,Balázs.Szebasztián@email.hu,+36886684286
2584,Bálint Csaba,2886,51312288-1-15,Bálint.Csaba@email.hu,+36372382286
2585,Pásztor Csongor,2597,17033608-2-10,Pásztor.Csongor@email.hu,+36984269480
2586,Barna Tibor,822,29512818-2-42,Barna.Tibor@email.hu,+36356437354
2587,Barta Gellért,2412,94918269-2-30,Barta.Gellért@email.hu,+36877534041
2588,Hegedüs Diána,2541,45305894-2-30,Hegedüs.Diána@email.hu,+36683380430
2589,Gál Richárd,2182,68114475-1-35,Gál.Richárd@email.hu,+36436689429
2590,Szücs Fanni,1301,71622300-2-42,Szücs.Fanni@email.hu,+36816598894
2591,Szőke Ádám,1462,10061981-2-30,Szőke.Ádám@email.hu,+36625049276
2592,Kelemen Nikolasz,2869,62199856-1-03,Kelemen.Nikolasz@email.hu,+36955191767
2593,Major Ábel,2908,12376238-2-07,Major.Ábel@email.hu,+36473939946
2594,Orsós Noémi,186,69621337-1-41,Orsós.Noémi@email.hu,+36196147131
2595,Balázs Viktória,1147,88894911-1-25,Balázs.Viktória@email.hu,+36202375660
2596,Sipos Fanni,969,51206790-1-07,Sipos.Fanni@email.hu,+36588808595
2597,Mezei Alíz,2937,13797565-1-15,Mezei.Alíz@email.hu,+36566966365
2598,Mezei Imre,1210,10306130-1-41,Mezei.Imre@email.hu,+36588509208
2599,Varga Szofi,1547,29838497-1-05,Varga.Szofi@email.hu,+36710522212
2600,Szücs Kiara,960,41019886-2-10,Szücs.Kiara@email.hu,+36134653283
2601,Dudás Natasa,1263,63940140-2-42,Dudás.Natasa@email.hu,+36459179948
2602,Magyar Kevin,1621,92987039-2-25,Magyar.Kevin@email.hu,+36671175715
2603,Vass Hédi,746,63602876-2-41,Vass.Hédi@email.hu,+36957104441
2604,Orbán Regina,2364,68602795-2-41,Orbán.Regina@email.hu,+36483969345
2605,Bodnár Vince,2363,71080496-1-41,Bodnár.Vince@email.hu,+36664276828
2606,Bakos Róbert,2103,83415014-1-15,Bakos.Róbert@email.hu,+36166134458
2607,Sipos András,1535,51423381-1-03,Sipos.András@email.hu,+36517034529
2608,Balog Linett,2584,10839111-1-05,Balog.Linett@email.hu,+36788002694
2609,Illés Dénes,571,86583868-2-15,Illés.Dénes@email.hu,+36641188922
2610,Máté Olivér,2636,36659444-1-10,Máté.Olivér@email.hu,+36979321613
2611,Nemes Áron,1183,16241306-1-30,Nemes.Áron@email.hu,+36738691396
2612,Varga Maja,552,27540861-2-25,Varga.Maja@email.hu,+36877167843
2613,Novák Bertalan,1437,14406852-1-30,Novák.Bertalan@email.hu,+36809535541
2614,Katona Noémi,131,59858996-1-10,Katona.Noémi@email.hu,+36491647371
2615,Hegedűs Abigél,2224,53996225-1-07,Hegedűs.Abigél@email.hu,+36328835413
2616,Fazekas Kinga,33,97603281-1-15,Fazekas.Kinga@email.hu,+36872883955
2617,Bognár Simon,313,76425583-1-41,Bognár.Simon@email.hu,+36583879375
2618,Balázs Rebeka,790,44602820-1-35,Balázs.Rebeka@email.hu,+36999009002
2619,Márton Szebasztián,2824,62316522-1-35,Márton.Szebasztián@email.hu,+36732911297
2620,Mészáros Dóra,594,76736391-2-42,Mészáros.Dóra@email.hu,+36678802305
2621,Juhász Szofi,2694,11659384-2-25,Juhász.Szofi@email.hu,+36834927447
2622,Szilágyi Kata,822,68429836-1-07,Szilágyi.Kata@email.hu,+36736945981
2623,Lengyel Gréta,2555,29774328-2-15,Lengyel.Gréta@email.hu,+36693465331
2624,Major Csongor,358,23507967-1-35,Major.Csongor@email.hu,+36817008847
2625,Németh Johanna,2326,71245972-1-25,Németh.Johanna@email.hu,+36789785296
2626,Balázs Panna,2833,88515359-1-03,Balázs.Panna@email.hu,+36404540332
2627,Bognár Vencel,2343,13389235-2-35,Bognár.Vencel@email.hu,+36628348782
2628,Kocsis Emili,1186,41001787-1-07,Kocsis.Emili@email.hu,+36130219176
2629,Halász Janka,579,71057811-1-05,Halász.Janka@email.hu,+36270750329
2630,Vörös Kristóf,391,50826742-2-42,Vörös.Kristóf@email.hu,+36611435757
2631,Bognár Alíz,2136,13037099-1-30,Bognár.Alíz@email.hu,+36980188427
2632,Bognár Miklós,2047,87225204-2-41,Bognár.Miklós@email.hu,+36157415093
2633,Jakab Leila,2213,68738271-1-30,Jakab.Leila@email.hu,+36301569323
2634,Kelemen Richárd,2097,83902396-2-35,Kelemen.Richárd@email.hu,+36277972643
2635,Balogh Benjámin,2391,91043772-1-03,Balogh.Benjámin@email.hu,+36104770408
2636,Kiss Benett,1733,47819661-2-35,Kiss.Benett@email.hu,+36690031673
2637,Somogyi István,2197,35775199-1-25,Somogyi.István@email.hu,+36305220132
2638,Lakatos Lajos,2715,88204246-1-30,Lakatos.Lajos@email.hu,+36418139300
2639,Szőke Mia,2827,40466298-2-15,Szőke.Mia@email.hu,+36623529816
2640,Halász Annabella,2798,83853099-2-15,Halász.Annabella@email.hu,+36833559381
2641,Balázs Kitti,1591,38323943-2-30,Balázs.Kitti@email.hu,+36754827182
2642,Gál Krisztofer,2133,54313666-2-25,Gál.Krisztofer@email.hu,+36104955706
2643,Borbély János,1276,18956532-2-35,Borbély.János@email.hu,+36957615866
2644,Gál Dominik,1850,91689537-1-05,Gál.Dominik@email.hu,+36372792174
2645,Veres Benjamin,2421,25615501-2-03,Veres.Benjamin@email.hu,+36993331855
2646,Szalai Mátyás,215,42755626-2-30,Szalai.Mátyás@email.hu,+36663305791
2647,Magyar Amira,737,18027512-1-07,Magyar.Amira@email.hu,+36161080585
2648,Hajas Bertalan,2081,12751749-2-35,Hajas.Bertalan@email.hu,+36897716933
2649,Kelemen Szofia,266,75859618-1-42,Kelemen.Szofia@email.hu,+36782736076
2650,Orosz Viktória,418,51526137-1-30,Orosz.Viktória@email.hu,+36244916062
2651,Jakab Milla,2960,35015713-1-07,Jakab.Milla@email.hu,+36920353578
2652,Váradi Szofia,1451,29429251-2-07,Váradi.Szofia@email.hu,+36483381720
2653,Jónás Emília,690,98224114-1-05,Jónás.Emília@email.hu,+36771022270
2654,Illés Rozina,257,13336613-2-30,Illés.Rozina@email.hu,+36947144265
2655,Kocsis Panka,570,89595008-1-10,Kocsis.Panka@email.hu,+36215150194
2656,Fodor Nóra,2745,55744810-2-15,Fodor.Nóra@email.hu,+36637658324
2657,Katona Lajos,1369,33447218-1-30,Katona.Lajos@email.hu,+36893134741
2658,Vincze Benjamin,2692,10329416-1-05,Vincze.Benjamin@email.hu,+36155519952
2659,Fazekas Blanka,2342,57591329-2-41,Fazekas.Blanka@email.hu,+36609608406
2660,Simon Soma,1834,42799643-1-10,Simon.Soma@email.hu,+36275160855
2661,Novák Szonja,2064,40260286-1-25,Novák.Szonja@email.hu,+36453210034
2662,Pásztor Kristóf,2653,70656101-1-30,Pásztor.Kristóf@email.hu,+36402239712
2663,Sándor Marcell,1309,90015805-1-25,Sándor.Marcell@email.hu,+36532676724
2664,Szücs János,2483,95991632-2-41,Szücs.János@email.hu,+36945177523
2665,Major Richárd,2804,83856851-2-05,Major.Richárd@email.hu,+36914557545
2666,Péter Zoé,1440,79250607-1-10,Péter.Zoé@email.hu,+36596700662
2667,Biró Sámuel,643,19037097-1-15,Biró.Sámuel@email.hu,+36591022879
2668,Papp Vanda,1643,80738961-2-42,Papp.Vanda@email.hu,+36546987258
2669,Horváth Barnabás,44,29049730-1-41,Horváth.Barnabás@email.hu,+36402301322
2670,Török Rikárdó,2794,66411071-2-03,Török.Rikárdó@email.hu,+36554228098
2671,Bodnár Kolos,141,32062589-1-15,Bodnár.Kolos@email.hu,+36583088182
2672,Fehér Abigél,2901,48455843-1-35,Fehér.Abigél@email.hu,+36181164434
2673,Sipos Vivien,267,64371028-2-41,Sipos.Vivien@email.hu,+36390903545
2674,Kovács Nikolasz,2330,38697929-2-41,Kovács.Nikolasz@email.hu,+36814776274
2675,Vörös Zénó,1307,98646954-2-03,Vörös.Zénó@email.hu,+36839399481
2676,Vass Zoltán,2865,17580224-1-41,Vass.Zoltán@email.hu,+36745396100
2677,Kovács Laura,1850,19707811-1-03,Kovács.Laura@email.hu,+36694754473
2678,Mészáros Boldizsár,10,88319297-2-03,Mészáros.Boldizsár@email.hu,+36336097516
2679,Kovács Róza,241,58126972-2-07,Kovács.Róza@email.hu,+36739101350
2680,Antal Kende,1416,88724852-1-15,Antal.Kende@email.hu,+36141903864
2681,Vass Lotti,1400,40722354-1-10,Vass.Lotti@email.hu,+36258884106
2682,Gál Szofi,2566,60871992-1-25,Gál.Szofi@email.hu,+36646056207
2683,Vincze Virág,225,25376675-2-10,Vincze.Virág@email.hu,+36262907458
2684,Borbély Johanna,2465,79766181-2-41,Borbély.Johanna@email.hu,+36941258625
2685,Péter Zorka,2734,76045535-2-15,Péter.Zorka@email.hu,+36606506537
2686,Pataki Rebeka,2989,43842355-2-05,Pataki.Rebeka@email.hu,+36512231065
